Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87428128124,87963042341,83902574443,80969683537
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,547203703.7,644414814.8,689285185.2,777691333.3,774273111.1,778718111.1,836092407.4,826231629.6,875376407.4,954062481.5,958407222.2,1008942296,1060638333,1078505889,1164877852,980905888.9
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,1135555556,1268319185,1336088815,1437731111,1401507889,1486758037,1576988407,1605146778,1664816741,1755130815,1808079889,1865513430,1996771441,2065127263,2118791548,1616772748
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,775875857.9,..,..,772921756.3,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,579948909.3,643501156.9,713596662.2,732663263.5,714300243.8,720447880.2,713796368.7,730032600.1,764781242.7,770901436.4,786554580.8,814302267.1,847620214.8,884328180.5,910149698.9,872134546.8
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,35182105414,45264519503,59440139775,64831935604,58316191440,74151186600,78403418360,63195499524,66026600235,76818327442,84985132167,1.02944E+11,1.29718E+11,32333780383,32338079165,26987563444
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,1793388732,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,5126291451,3317438911,3591623596,3996247906,3984483762,2884248048
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,3.92218E+11,4.23093E+11,4.91253E+11,5.17706E+11,4.36537E+11,4.95813E+11,5.74094E+11,5.52484E+11,5.86842E+11,5.81964E+11,5.05104E+11,5.15655E+11,5.41019E+11,5.55455E+11,5.3388E+11,5.41487E+11
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,4.20545E+11,4.43802E+11,4.93537E+11,5.70304E+11,5.582E+11,6.03434E+11,7.22038E+11,6.9211E+11,7.12748E+11,7.34397E+11,7.0215E+11,6.95601E+11,7.04479E+11,7.35539E+11,7.31767E+11,7.52248E+11
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,1.34204E+11,1.538E+11,1.8003E+11,2.1809E+11,2.24562E+11,2.52518E+11,73616694709,44117799607,22552466245,22075987602,17622064892,12453459335,16340665432,21445775364,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2312327536,2830220713,3719506173,5161337336,4979481980,5642178580,6522732203,7633049792,8448469838,9112544556,8271454301,6992393787,7536439875,7765014424,8300784857,8133996648
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,18399046025,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57003713611,61136873692,62409709111
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,1.89319E+11,2.21758E+11,2.62942E+11,2.91383E+11,2.8171E+11,3.41105E+11,3.70819E+11,3.97558E+11,4.20333E+11,4.07339E+11,4.01296E+11,4.13366E+11,4.56357E+11,5.06755E+11,5.44081E+11,4.99682E+11
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,462283600,453805100,542795400,648492700,726882400,881827800,1042411500,1160389500,1395519600,1447307100,1594410900,1650618500,1615609700,1583876200,2047931700,1902156800
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,2281482855,2351584608,2662612348,3323677130,3379258565,3429461495,3872459250,3873308389,4321655656,4574986537,4180866177,6031632168,6395472574,7112200725,7220395248,7574636979
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,261797606.1,292232117.1,298513956.2,344428609,312377379.3,366840012.4,414523388.5,470714083.4,450643615.2,439878828,437006227.2,420540178.6,460379145,489235527.4,512350059.4,488829964.1
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,15982282462,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25781712703,27294453245,27642525749,25191551350,22373566810,23180107752,23820742957,23886216403,21392536138
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,32273007554,34377310293,38914078352,44860969077,43454935940,46206091938,48122744708,47311159485,48684187850,50271072628,45780128467,44360614525,42164007605,42685972269,41772900763,42514151614
GDP (current US$),NY.GDP.MKTP.CD,Turkiye,TUR,5.06308E+11,5.57058E+11,6.81337E+11,7.70462E+11,6.49273E+11,7.76993E+11,8.38763E+11,8.80556E+11,9.57783E+11,9.38953E+11,8.64317E+11,8.69693E+11,8.58996E+11,7.78472E+11,7.61004E+11,7.19955E+11
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,45231428571,..
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,578645760,721891470,773489740,862683630,703175750,686787810,728789570,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,22909507.45,24096385.54,28449502.13,31873846.67,28076743.1,32104201.06,39195461.58,39345620.21,38617493.72,38759689.92,36811659.53,41629497.47,45217657.88,47818290.5,54223149.11,55054710.62
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,9239221859,9977647645,11902564401,14440404021,25127805566,26673441667,27871725206,27305915761,28915786997,32612397758,32387183845,29203988815,30744473912,32927025573,35353060634,37600368181
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,89239370109,1.11885E+11,1.48734E+11,1.88111E+11,1.21553E+11,1.4121E+11,1.69333E+11,1.82592E+11,1.90499E+11,1.33503E+11,91030959455,93355993629,1.12091E+11,1.30891E+11,1.53883E+11,1.56618E+11
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,1.80617E+11,2.22117E+11,2.57916E+11,3.15475E+11,2.53547E+11,2.89787E+11,3.50666E+11,3.74591E+11,3.90108E+11,4.03137E+11,3.58135E+11,3.57045E+11,3.85606E+11,4.22215E+11,4.17216E+11,3.58869E+11
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,2.54483E+12,2.71706E+12,3.10618E+12,2.93888E+12,2.4258E+12,2.49111E+12,2.67489E+12,2.71916E+12,2.80329E+12,3.08717E+12,2.95657E+12,2.72285E+12,2.69902E+12,2.90079E+12,2.87867E+12,2.7569E+12
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,1.30392E+13,1.38156E+13,1.44742E+13,1.47699E+13,1.44781E+13,1.5049E+13,1.55997E+13,1.6254E+13,1.68432E+13,1.75507E+13,1.8206E+13,1.86951E+13,1.94796E+13,2.05272E+13,2.13726E+13,2.08937E+13
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,17362857684,19579457966,23410572634,30366213119,31660911277,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,57236652490,64233966861,64515038268,61231149881,53560755047
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180036692,80845384375,86196265192,86138288615,62081323299,52633143808,59907674027,59894305353
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,394962552.3,439376794.1,516392922.5,590748237,592622502.4,670713208.1,770153304.2,747839697.7,758304466.2,772315721.3,730870581.7,780889605.9,880062103,914736985.4,936526267.6,896827873.1
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,1.4551E+11,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,57633255618,66371664817,77414425532,99130304099,1.06015E+11,1.47199E+11,1.72596E+11,1.95592E+11,2.13711E+11,2.3345E+11,2.39257E+11,2.57096E+11,2.81353E+11,3.08702E+11,3.30391E+11,3.43243E+11
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,4428000000,4484000000,4784000000,4244000000,4201000000,4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3922000000,4117000000,4204000000
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,16746344766,19061978586,21650532264,26910851362,25130274124,30906749533,32726417212,35401341663,40415235702,43228585321,42444495590,31317828584,26842231205,21606161066,21887614217,18840511908
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28037239463,27141023558,21251216799,20958412538,25873601261,26311590297,23308667781,18110631358
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890937,18115543791,19284289739,18051170799
GDP (current US$),NY.GDP.MKTP.CD,Africa Eastern and Southern,AFE,5.12211E+11,5.75921E+11,6.61179E+11,7.08287E+11,7.19217E+11,8.60478E+11,9.64418E+11,9.73043E+11,9.83937E+11,1.00368E+12,9.24253E+11,8.82355E+11,1.02065E+12,9.91022E+11,9.97534E+11,9.21646E+11
GDP (current US$),NY.GDP.MKTP.CD,Africa Western and Central,AFW,3.10558E+11,3.93305E+11,4.61791E+11,5.66481E+11,5.07044E+11,5.91596E+11,6.70983E+11,7.2757E+11,8.20793E+11,8.6499E+11,7.60734E+11,6.90546E+11,6.83749E+11,7.4169E+11,7.94543E+11,7.84446E+11
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,1.2979E+12,1.5383E+12,1.79004E+12,2.25374E+12,1.97881E+12,2.32701E+12,2.54796E+12,2.77808E+12,2.83461E+12,2.87601E+12,2.5187E+12,2.49586E+12,2.5841E+12,2.78588E+12,2.8081E+12,2.49625E+12
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,48957056297,55704431126,61916043830,70404981344,59480682376,64592893104,69730495218,72141071446,73521446002,74620404150,73535009882,69478366695,72533236071,75431169088,77023818121,65922853041
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,8.8685E+11,1.00293E+12,1.26681E+12,1.53296E+12,1.2909E+12,1.31817E+12,1.44934E+12,1.35332E+12,1.42276E+12,1.46593E+12,1.29306E+12,1.32156E+12,1.46453E+12,1.64546E+12,1.67386E+12,1.65492E+12
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,4.92715E+12,5.63433E+12,6.66711E+12,7.52005E+12,7.25791E+12,8.80087E+12,9.72007E+12,1.01535E+13,1.02956E+13,1.06483E+13,1.0129E+13,1.04544E+13,1.12913E+13,1.14011E+13,1.16438E+13,1.08417E+13
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,1.0406E+13,1.1028E+13,1.23218E+13,1.42065E+13,1.46193E+13,1.70633E+13,1.97887E+13,2.11712E+13,2.14098E+13,2.20853E+13,2.19971E+13,2.27721E+13,2.43252E+13,2.6481E+13,2.70241E+13,2.71187E+13
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,3.10691E+12,3.74075E+12,4.72782E+12,5.97889E+12,6.48459E+12,7.88943E+12,9.64551E+12,1.07592E+13,1.18711E+13,1.27988E+13,1.33276E+13,1.36124E+13,1.48773E+13,1.6639E+13,1.72039E+13,1.74838E+13
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,3.10253E+12,3.73558E+12,4.7214E+12,5.97086E+12,6.47582E+12,7.87901E+12,9.6329E+12,1.07451E+13,1.18557E+13,1.27822E+13,1.33102E+13,1.35948E+13,1.48581E+13,1.66176E+13,1.71818E+13,1.74613E+13
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,1.05235E+13,1.1184E+13,1.28791E+13,1.41583E+13,1.29385E+13,1.26413E+13,1.36374E+13,1.26382E+13,1.31954E+13,1.35089E+13,1.16744E+13,1.19725E+13,1.26777E+13,1.36994E+13,1.34161E+13,1.30273E+13
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,1.67845E+13,1.81785E+13,2.12457E+13,2.33754E+13,2.05612E+13,2.10258E+13,2.33141E+13,2.24623E+13,2.34812E+13,2.38119E+13,2.05133E+13,2.04537E+13,2.16802E+13,2.32241E+13,2.29416E+13,2.21339E+13
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,1.58962E+12,1.95008E+12,2.50946E+12,3.11038E+12,2.43779E+12,2.95306E+12,3.67001E+12,3.9147E+12,4.15022E+12,3.84583E+12,2.9214E+12,2.77773E+12,3.11819E+12,3.18253E+12,3.24971E+12,2.98073E+12
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,2.04004E+12,2.46759E+12,3.17362E+12,3.92905E+12,3.11472E+12,3.65963E+12,4.4448E+12,4.64105E+12,4.92093E+12,4.6466E+12,3.62711E+12,3.49079E+12,3.91261E+12,4.07365E+12,4.15911E+12,3.88483E+12
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,1.19108E+13,1.27139E+13,1.47288E+13,1.62976E+13,1.47638E+13,1.45576E+13,1.57595E+13,1.46362E+13,1.52997E+13,1.56521E+13,1.35519E+13,1.38932E+13,1.47663E+13,1.59787E+13,1.56919E+13,1.53001E+13
GDP (current US$),NY.GDP.MKTP.CD,Fragile and conflict affected situations,FCS,7.85432E+11,9.73295E+11,1.18238E+12,1.5082E+12,1.44376E+12,1.70488E+12,1.58569E+12,1.77566E+12,1.84157E+12,2.00305E+12,1.62631E+12,1.50806E+12,1.58089E+12,1.60327E+12,1.68942E+12,1.56151E+12
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,2.76892E+11,3.26496E+11,3.91475E+11,4.65586E+11,4.70851E+11,5.20218E+11,5.83029E+11,6.04867E+11,6.73157E+11,7.15229E+11,6.93547E+11,7.28869E+11,8.08758E+11,7.70227E+11,7.97618E+11,8.03284E+11
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,3.78255E+13,3.99623E+13,4.37609E+13,4.66232E+13,4.36697E+13,4.57522E+13,4.9401E+13,4.94261E+13,5.00479E+13,5.1126E+13,4.82584E+13,4.92986E+13,5.15585E+13,5.48156E+13,5.52892E+13,5.36998E+13
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,9.63405E+12,1.14257E+13,1.41914E+13,1.70328E+13,1.65215E+13,2.00975E+13,2.37887E+13,2.52817E+13,2.66873E+13,2.75859E+13,2.58384E+13,2.60494E+13,2.87557E+13,3.05803E+13,3.12442E+13,3.00324E+13
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,1.05189E+13,1.24812E+13,1.54275E+13,1.85091E+13,1.79907E+13,2.17792E+13,2.54941E+13,2.70743E+13,2.86334E+13,2.96692E+13,2.78906E+13,2.81482E+13,3.09492E+13,3.28167E+13,3.35817E+13,3.23649E+13
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,3.73206E+11,4.66945E+11,5.38494E+11,6.39866E+11,6.06825E+11,7.09901E+11,8.14256E+11,9.00553E+11,9.78009E+11,1.0493E+12,1.01147E+12,9.77136E+11,9.59821E+11,1.00783E+12,1.04015E+12,9.99384E+11
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,5.13237E+11,5.89852E+11,6.98506E+11,8.37527E+11,8.63599E+11,9.72926E+11,8.91297E+11,8.91921E+11,9.6811E+11,1.034E+12,1.03958E+12,1.12026E+12,1.23322E+12,1.22894E+12,1.29734E+12,1.33364E+12
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,8.85843E+11,1.05672E+12,1.23667E+12,1.47691E+12,1.4698E+12,1.68218E+12,1.70535E+12,1.79247E+12,1.94612E+12,2.0833E+12,2.05105E+12,2.0974E+12,2.19304E+12,2.23677E+12,2.33749E+12,2.33233E+12
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,6.16235E+12,7.43718E+12,9.37021E+12,1.16491E+13,1.12562E+13,1.35403E+13,1.64986E+13,1.76496E+13,1.90203E+13,1.97483E+13,1.85177E+13,1.85708E+13,2.06096E+13,2.2593E+13,2.30264E+13,2.24709E+13
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,2.86267E+12,3.35101E+12,3.94825E+12,4.5899E+12,4.31288E+12,5.34712E+12,6.08599E+12,6.15058E+12,6.30226E+12,6.42593E+12,5.36984E+12,5.24793E+12,5.83076E+12,5.70184E+12,5.62361E+12,4.74315E+12
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,2.43228E+12,2.83904E+12,3.35566E+12,3.88285E+12,3.60501E+12,4.51324E+12,5.27552E+12,5.24798E+12,5.3861E+12,5.41069E+12,4.59901E+12,4.46955E+12,4.98519E+12,4.84091E+12,4.77884E+12,3.99794E+12
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,2.70875E+12,3.18541E+12,3.77268E+12,4.4077E+12,4.12868E+12,5.15778E+12,5.8843E+12,5.94281E+12,6.08968E+12,6.2088E+12,5.14157E+12,5.0135E+12,5.59126E+12,5.46018E+12,5.37262E+12,4.49522E+12
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,3.53144E+11,4.09541E+11,4.9163E+11,5.99765E+11,6.04037E+11,6.86139E+11,7.96491E+11,8.37472E+11,9.12825E+11,9.81404E+11,9.49727E+11,9.88285E+11,1.10387E+12,1.08762E+12,1.1423E+12,1.162E+12
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,9.80264E+12,1.16291E+13,1.43603E+13,1.71828E+13,1.68081E+13,2.04496E+13,2.41357E+13,2.56804E+13,2.71883E+13,2.81005E+13,2.66613E+13,2.6903E+13,2.95646E+13,3.12993E+13,3.20613E+13,3.09139E+13
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,3.15878E+11,3.69571E+11,4.43731E+11,5.32647E+11,5.42944E+11,6.13155E+11,4.61377E+11,4.37977E+11,4.49879E+11,4.8029E+11,4.74998E+11,4.70793E+11,5.27247E+11,4.53568E+11,4.79643E+11,4.81025E+11
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,2.56442E+12,3.03504E+12,3.72622E+12,4.21979E+12,4.29594E+12,5.2469E+12,6.03101E+12,6.32915E+12,6.43275E+12,6.68283E+12,6.52599E+12,6.88532E+12,7.39639E+12,7.54106E+12,7.89476E+12,7.58555E+12
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,1.63256E+12,1.91315E+12,2.25954E+12,2.81729E+12,2.54472E+12,2.97306E+12,3.35572E+12,3.61457E+12,3.55316E+12,3.56938E+12,3.14063E+12,3.16863E+12,3.2963E+12,3.45909E+12,3.46522E+12,3.1069E+12
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,8.02027E+11,9.35062E+11,1.14041E+12,1.40693E+12,1.37034E+12,1.58013E+12,1.63377E+12,1.75706E+12,1.61632E+12,1.59238E+12,1.43099E+12,1.46744E+12,1.45519E+12,1.38052E+12,1.39198E+12,1.26384E+12
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,7.96901E+11,9.29714E+11,1.13459E+12,1.39962E+12,1.36225E+12,1.57045E+12,1.62258E+12,1.74485E+12,1.60281E+12,1.57839E+12,1.41702E+12,1.45203E+12,1.43907E+12,1.36425E+12,1.37485E+12,1.24831E+12
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,9.49506E+12,1.1269E+13,1.39273E+13,1.66631E+13,1.62789E+13,1.98509E+13,2.36784E+13,2.52441E+13,2.67396E+13,2.76219E+13,2.61888E+13,2.64343E+13,2.90401E+13,3.08446E+13,3.15811E+13,3.04338E+13
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,1.42172E+13,1.5141E+13,1.59498E+13,1.63298E+13,1.58593E+13,1.66729E+13,1.73994E+13,1.80887E+13,1.86963E+13,1.93628E+13,1.97692E+13,2.023E+13,2.1136E+13,2.22597E+13,2.3122E+13,2.2546E+13
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,3.76059E+13,3.96773E+13,4.3445E+13,4.61256E+13,4.31506E+13,4.52568E+13,4.86847E+13,4.86364E+13,4.92916E+13,5.03041E+13,4.74349E+13,4.83549E+13,5.04685E+13,5.33896E+13,5.38987E+13,5.23331E+13
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,1.83627E+11,2.15786E+11,2.64056E+11,3.23027E+11,2.77199E+11,3.22471E+11,3.96966E+11,4.14202E+11,4.32289E+11,4.46285E+11,3.69988E+11,3.65902E+11,3.98431E+11,4.41995E+11,4.32763E+11,3.76519E+11
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,5341917002,5608853529,6197023921,6633206424,5960880973,6566253871,7712816560,8188147239,8498746217,9225908807,9020208144,9461610628,10217604992,10657544778,10644265612,9573379122
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,3.57444E+13,3.76139E+13,4.10593E+13,4.34863E+13,4.09408E+13,4.2694E+13,4.58612E+13,4.57931E+13,4.62528E+13,4.71737E+13,4.46119E+13,4.56208E+13,4.75591E+13,5.04096E+13,5.09019E+13,4.95293E+13
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,5.149E+11,6.47708E+11,7.84316E+11,9.82344E+11,8.98448E+11,1.05087E+12,1.22071E+12,1.32891E+12,1.45553E+12,1.53015E+12,1.32254E+12,1.21449E+12,1.29392E+12,1.32271E+12,1.39357E+12,1.30975E+12
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,2.37916E+11,2.77092E+11,3.32164E+11,4.00065E+11,3.42639E+11,3.9363E+11,4.74409E+11,4.94531E+11,5.1431E+11,5.30131E+11,4.52543E+11,4.44842E+11,4.81182E+11,5.28084E+11,5.20431E+11,4.52016E+11
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,1.05059E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68343E+12,2.06078E+12,2.2745E+12,2.30009E+12,2.35961E+12,2.58456E+12,2.69943E+12,3.00524E+12,3.42679E+12,3.52731E+12,3.64873E+12,3.48247E+12
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,1.05059E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68343E+12,2.06078E+12,2.2745E+12,2.30009E+12,2.35961E+12,2.58456E+12,2.69943E+12,3.00524E+12,3.42679E+12,3.52731E+12,3.64873E+12,3.48247E+12
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,8.21319E+11,9.68222E+11,1.12196E+12,1.27471E+12,1.22602E+12,1.45175E+12,1.63506E+12,1.7004E+12,1.80473E+12,1.86867E+12,1.68499E+12,1.5729E+12,1.7044E+12,1.73271E+12,1.79208E+12,1.70609E+12
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,8.20396E+11,9.67202E+11,1.12093E+12,1.27374E+12,1.22518E+12,1.45078E+12,1.634E+12,1.69934E+12,1.8034E+12,1.86728E+12,1.68357E+12,1.57141E+12,1.70282E+12,1.73108E+12,1.79039E+12,1.70489E+12
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,8.21319E+11,9.68222E+11,1.12196E+12,1.27471E+12,1.22602E+12,1.45175E+12,1.63506E+12,1.7004E+12,1.80473E+12,1.86867E+12,1.68499E+12,1.5729E+12,1.7044E+12,1.73271E+12,1.79208E+12,1.70609E+12
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,6.93058E+12,8.23388E+12,1.0201E+13,1.24433E+13,1.19829E+13,1.4604E+13,1.76474E+13,1.89149E+13,2.03068E+13,2.09391E+13,1.96628E+13,1.9549E+13,2.16437E+13,2.33035E+13,2.36863E+13,2.28483E+13
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,4.77797E+13,5.17798E+13,5.8355E+13,6.41237E+13,6.08091E+13,6.65961E+13,7.38538E+13,7.54881E+13,7.76072E+13,7.97088E+13,7.51793E+13,7.64656E+13,8.1404E+13,8.6413E+13,8.76529E+13,8.49068E+13
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,
Last Updated: 07/20/2022,,,,,,,,,,,,,,,,,,,
